model,dim_i,dim_j,tau_correct,tau_incorrect,delta,abs_delta
MiniCPM-V2,MCu,VO,0.1711,0.2522,-0.0812,0.0812
MiniCPM-V2,AT,CL,0.1972,0.2711,-0.0739,0.0739
MiniCPM-V2,VO,KNf,0.0323,0.1049,-0.0726,0.0726
MiniCPM-V2,AT,QLq,0.2683,0.1981,+0.0702,0.0702
MiniCPM-V2,VL,MCu,0.2450,0.1757,+0.0693,0.0693
MiniCPM-V2,MCu,QLq,0.3018,0.2345,+0.0674,0.0674
MiniCPM-V2,QLq,CL,0.0621,0.1231,-0.0610,0.0610
MiniCPM-V2,GS,CL,0.3181,0.3730,-0.0549,0.0549
MiniCPM-V2,VO,GS,0.0789,0.0243,+0.0546,0.0546
MiniCPM-V2,MCu,CL,0.2608,0.2067,+0.0541,0.0541
MiniCPM-V2,MA,AT,0.1824,0.1287,+0.0537,0.0537
MiniCPM-V2,MA,VO,0.2682,0.3215,-0.0533,0.0533
MiniCPM-V2,AS,QLq,0.0583,0.1104,-0.0520,0.0520
MiniCPM-V2,GS,KNf,0.0108,0.0575,-0.0467,0.0467
MiniCPM-V2,AT,KNf,0.0770,0.1220,-0.0451,0.0451
MiniCPM-V2,MCr,CL,0.1974,0.2417,-0.0443,0.0443
MiniCPM-V2,MCu,KNf,0.1618,0.2018,-0.0399,0.0399
MiniCPM-V2,MCr,GS,0.1138,0.0754,+0.0385,0.0385
MiniCPM-V2,KNf,QLq,0.2667,0.3050,-0.0383,0.0383
MiniCPM-V2,VL,QLl,0.2303,0.2671,-0.0368,0.0368
MiniCPM-V2,MCr,KNf,0.1118,0.0755,+0.0364,0.0364
MiniCPM-V2,VL,KNf,-0.0892,-0.0532,-0.0360,0.0360
MiniCPM-V2,VL,CL,0.1014,0.1357,-0.0343,0.0343
MiniCPM-V2,AS,KNf,0.0246,-0.0078,+0.0324,0.0324
MiniCPM-V2,VL,MA,0.3892,0.3615,+0.0277,0.0277
MiniCPM-V2,MA,GS,0.0059,-0.0209,+0.0268,0.0268
MiniCPM-V2,QLl,CL,0.2484,0.2728,-0.0243,0.0243
MiniCPM-V2,AT,GS,0.2270,0.2047,+0.0224,0.0224
MiniCPM-V2,QLl,KNf,0.1172,0.1395,-0.0223,0.0223
MiniCPM-V2,MA,QLq,0.2326,0.2505,-0.0178,0.0178
MiniCPM-V2,MA,CL,0.0703,0.0872,-0.0168,0.0168
MiniCPM-V2,MCr,QLl,0.4032,0.3868,+0.0164,0.0164
MiniCPM-V2,VL,VO,0.2774,0.2933,-0.0159,0.0159
MiniCPM-V2,MCr,MA,0.2747,0.2888,-0.0141,0.0141
MiniCPM-V2,MCu,GS,0.1316,0.1419,-0.0104,0.0104
MiniCPM-V2,AS,MA,0.3421,0.3509,-0.0088,0.0088
MiniCPM-V2,AS,VO,0.3076,0.3040,+0.0036,0.0036
MiniCPM-V2,VL,MCr,0.3549,0.3564,-0.0015,0.0015
MiniCPM-V2,MCr,QLq,0.2134,0.2136,-0.0002,0.0002
MiniCPM-V2-5,AS,GS,0.2676,0.0867,+0.1810,0.1810
MiniCPM-V2-5,QLq,CL,-0.0324,0.1480,-0.1804,0.1804
MiniCPM-V2-5,VL,MCu,0.2988,0.1292,+0.1696,0.1696
MiniCPM-V2-5,VO,GS,0.1709,0.0033,+0.1676,0.1676
MiniCPM-V2-5,QLl,QLq,0.3266,0.4579,-0.1313,0.1313
MiniCPM-V2-5,GS,QLl,0.1282,-0.0024,+0.1306,0.1306
MiniCPM-V2-5,MCu,KNf,0.0973,0.2271,-0.1299,0.1299
MiniCPM-V2-5,VL,KNf,0.0241,-0.1038,+0.1280,0.1280
MiniCPM-V2-5,MA,VO,0.2064,0.3224,-0.1160,0.1160
MiniCPM-V2-5,MA,GS,0.0734,-0.0383,+0.1116,0.1116
MiniCPM-V2-5,AS,MCu,0.3801,0.2764,+0.1037,0.1037
MiniCPM-V2-5,AS,AT,0.3435,0.2453,+0.0983,0.0983
MiniCPM-V2-5,AT,GS,0.2869,0.1887,+0.0982,0.0982
MiniCPM-V2-5,AT,QLl,0.3176,0.2248,+0.0928,0.0928
MiniCPM-V2-5,VL,QLq,0.1642,0.0716,+0.0926,0.0926
MiniCPM-V2-5,MCr,CL,0.1618,0.2498,-0.0880,0.0880
MiniCPM-V2-5,MCr,MCu,0.4330,0.3464,+0.0866,0.0866
MiniCPM-V2-5,AT,KNf,0.0502,0.1337,-0.0835,0.0835
MiniCPM-V2-5,AS,MA,0.2676,0.3471,-0.0795,0.0795
MiniCPM-V2-5,QLl,CL,0.2055,0.2848,-0.0793,0.0793
MiniCPM-V2-5,AT,QLq,0.2616,0.1826,+0.0790,0.0790
MiniCPM-V2-5,VL,VO,0.2161,0.2946,-0.0785,0.0785
MiniCPM-V2-5,VL,QLl,0.3165,0.2391,+0.0774,0.0774
MiniCPM-V2-5,MCr,GS,0.1397,0.0631,+0.0767,0.0767
MiniCPM-V2-5,VL,AT,0.1778,0.1035,+0.0743,0.0743
MiniCPM-V2-5,KNf,CL,0.0797,0.1499,-0.0702,0.0702
MiniCPM-V2-5,MA,KNf,0.0359,0.1030,-0.0671,0.0671
MiniCPM-V2-5,MA,QLl,0.3628,0.3003,+0.0625,0.0625
MiniCPM-V2-5,MA,QLq,0.2865,0.2243,+0.0622,0.0622
MiniCPM-V2-5,MCu,GS,0.1875,0.1303,+0.0572,0.0572
MiniCPM-V2-5,AS,KNf,-0.0526,0.0035,-0.0561,0.0561
MiniCPM-V2-5,MA,AT,0.1612,0.1059,+0.0553,0.0553
MiniCPM-V2-5,KNf,QLq,0.2553,0.3085,-0.0532,0.0532
MiniCPM-V2-5,VO,QLq,0.2762,0.3283,-0.0520,0.0520
MiniCPM-V2-5,GS,KNf,0.0143,0.0634,-0.0491,0.0491
MiniCPM-V2-5,VL,AS,0.3486,0.3963,-0.0477,0.0477
MiniCPM-V2-5,VO,CL,0.1849,0.2318,-0.0468,0.0468
MiniCPM-V2-5,AT,CL,0.2859,0.2396,+0.0463,0.0463
MiniCPM-V2-5,MCu,QLq,0.2744,0.2298,+0.0446,0.0446
MiniCPM-V2-5,AS,CL,0.1898,0.1468,+0.0430,0.0430
MiniCPM-V2-5,MCr,KNf,0.1088,0.0666,+0.0422,0.0422
MiniCPM-V2-5,AS,QLq,0.0563,0.0982,-0.0419,0.0419
MiniCPM-V2-5,QLl,KNf,0.1053,0.1429,-0.0377,0.0377
MiniCPM-V2-5,GS,QLq,-0.1270,-0.0897,-0.0373,0.0373
MiniCPM-V2-5,VL,CL,0.1555,0.1213,+0.0342,0.0342
MiniCPM-V2-5,MCr,MA,0.2962,0.2635,+0.0327,0.0327
MiniCPM-V2-5,VO,KNf,0.1144,0.0824,+0.0320,0.0320
MiniCPM-V2-5,GS,CL,0.3439,0.3756,-0.0317,0.0317
MiniCPM-V2-5,VL,MCr,0.3701,0.3395,+0.0306,0.0306
MiniCPM-V2-5,AS,MCr,0.4653,0.4356,+0.0297,0.0297
MiniCPM-V2-5,MCu,QLl,0.2747,0.2450,+0.0297,0.0297
MiniCPM-V2-5,MCr,AT,0.3820,0.3559,+0.0261,0.0261
MiniCPM-V2-5,VO,QLl,0.3860,0.3617,+0.0243,0.0243
MiniCPM-V2-5,MCu,VO,0.2528,0.2287,+0.0241,0.0241
MiniCPM-V2-5,AS,QLl,0.2437,0.2198,+0.0239,0.0239
MiniCPM-V2-5,MA,CL,0.0621,0.0851,-0.0229,0.0229
MiniCPM-V2-5,VL,MA,0.3669,0.3445,+0.0224,0.0224
MiniCPM-V2-5,VL,GS,0.0040,-0.0155,+0.0195,0.0195
MiniCPM-V2-5,MCr,VO,0.3376,0.3545,-0.0169,0.0169
MiniCPM-V2-5,MCu,AT,0.3559,0.3680,-0.0121,0.0121
MiniCPM-V2-5,MCu,CL,0.2042,0.2156,-0.0114,0.0114
MiniCPM-V2-5,VO,AT,0.2466,0.2579,-0.0113,0.0113
MiniCPM-V2-5,MCr,QLq,0.1998,0.2087,-0.0089,0.0089
MiniCPM-V2-5,AS,VO,0.2877,0.2949,-0.0072,0.0072
MiniCPM-V2-5,MCu,MA,0.1845,0.1907,-0.0062,0.0062
MiniCPM-V2-5,MCr,QLl,0.3893,0.3852,+0.0041,0.0041
MoAI,AS,MCu,0.4855,0.2826,+0.2029,0.2029
MoAI,AT,QLq,0.3596,0.1811,+0.1785,0.1785
MoAI,MCu,AT,0.5164,0.3428,+0.1737,0.1737
MoAI,AS,GS,0.2590,0.0906,+0.1683,0.1683
MoAI,MCr,AT,0.4996,0.3349,+0.1647,0.1647
MoAI,AS,AT,0.4141,0.2512,+0.1629,0.1629
MoAI,MA,QLl,0.2029,0.3522,-0.1493,0.1493
MoAI,GS,QLl,-0.0946,0.0545,-0.1491,0.1491
MoAI,MCu,CL,0.3291,0.1896,+0.1395,0.1395
MoAI,VL,MCu,0.2999,0.1610,+0.1389,0.1389
MoAI,MCu,GS,0.2446,0.1100,+0.1346,0.1346
MoAI,VL,AT,0.2308,0.1066,+0.1242,0.1242
MoAI,MA,GS,0.0783,-0.0416,+0.1199,0.1199
MoAI,GS,CL,0.2772,0.3904,-0.1132,0.1132
MoAI,MA,AT,0.2185,0.1131,+0.1054,0.1054
MoAI,VL,KNf,0.0205,-0.0841,+0.1047,0.1047
MoAI,MCr,CL,0.3099,0.2071,+0.1028,0.1028
MoAI,MCr,MCu,0.4609,0.3631,+0.0978,0.0978
MoAI,QLq,CL,0.1901,0.0964,+0.0937,0.0937
MoAI,VL,CL,0.2032,0.1103,+0.0929,0.0929
MoAI,MA,QLq,0.1753,0.2673,-0.0920,0.0920
MoAI,VO,QLq,0.2514,0.3405,-0.0890,0.0890
MoAI,MCu,VO,0.3164,0.2280,+0.0884,0.0884
MoAI,VO,GS,-0.0431,0.0450,-0.0881,0.0881
MoAI,KNf,QLq,0.2255,0.3121,-0.0866,0.0866
MoAI,VL,GS,-0.0883,-0.0026,-0.0857,0.0857
MoAI,AT,KNf,0.0485,0.1301,-0.0817,0.0817
MoAI,MA,CL,0.1457,0.0656,+0.0801,0.0801
MoAI,MCr,QLq,0.2835,0.2064,+0.0772,0.0772
MoAI,VL,QLq,0.1685,0.0926,+0.0759,0.0759
MoAI,AT,QLl,0.3063,0.2377,+0.0685,0.0685
MoAI,MCr,MA,0.2328,0.2979,-0.0651,0.0651
MoAI,MCu,QLq,0.3006,0.2380,+0.0626,0.0626
MoAI,VL,QLl,0.3115,0.2511,+0.0604,0.0604
MoAI,AS,MCr,0.4967,0.4381,+0.0586,0.0586
MoAI,VO,QLl,0.3241,0.3775,-0.0534,0.0534
MoAI,QLl,QLq,0.3908,0.4405,-0.0496,0.0496
MoAI,MCu,QLl,0.2171,0.2662,-0.0491,0.0491
MoAI,VL,VO,0.3294,0.2824,+0.0469,0.0469
MoAI,GS,QLq,-0.1438,-0.0969,-0.0469,0.0469
MoAI,VL,MCr,0.3151,0.3597,-0.0447,0.0447
MoAI,AS,QLl,0.1946,0.2392,-0.0446,0.0446
MoAI,VO,KNf,0.0585,0.0989,-0.0404,0.0404
MoAI,VL,AS,0.3654,0.4051,-0.0397,0.0397
MoAI,QLl,KNf,0.1031,0.1421,-0.0389,0.0389
MoAI,GS,KNf,0.0215,0.0564,-0.0349,0.0349
MoAI,KNf,CL,0.1626,0.1278,+0.0348,0.0348
MoAI,AS,QLq,0.0802,0.1125,-0.0323,0.0323
MoAI,VO,CL,0.1954,0.2249,-0.0295,0.0295
MoAI,AS,VO,0.3266,0.2978,+0.0288,0.0288
MoAI,AT,CL,0.2294,0.2533,-0.0239,0.0239
MoAI,MCr,VO,0.3370,0.3592,-0.0222,0.0222
MoAI,AS,CL,0.1709,0.1505,+0.0204,0.0204
MoAI,MCu,KNf,0.1784,0.1982,-0.0198,0.0198
MoAI,VO,AT,0.2757,0.2605,+0.0153,0.0153
MoAI,MA,VO,0.3026,0.3176,-0.0150,0.0150
MoAI,MCr,GS,0.0960,0.0815,+0.0146,0.0146
MoAI,AS,KNf,-0.0134,0.0005,-0.0139,0.0139
MoAI,QLl,CL,0.2777,0.2657,+0.0120,0.0120
MoAI,VL,MA,0.3559,0.3671,-0.0112,0.0112
MoAI,MCu,MA,0.2126,0.2048,+0.0079,0.0079
MoAI,AS,MA,0.3436,0.3484,-0.0047,0.0047
MoAI,MCr,QLl,0.3934,0.3892,+0.0042,0.0042
MoAI,MCr,KNf,0.0802,0.0828,-0.0026,0.0026
MoAI,AT,GS,0.2112,0.2094,+0.0018,0.0018
MoAI,MA,KNf,0.0900,0.0909,-0.0009,0.0009
Ovis1.5-Gemma2-9B,AS,AT,0.4341,0.2193,+0.2148,0.2148
Ovis1.5-Gemma2-9B,QLq,CL,-0.0378,0.1604,-0.1982,0.1982
Ovis1.5-Gemma2-9B,MCu,VO,0.3558,0.1954,+0.1604,0.1604
Ovis1.5-Gemma2-9B,GS,QLq,-0.2103,-0.0629,-0.1474,0.1474
Ovis1.5-Gemma2-9B,QLl,CL,0.1621,0.3030,-0.1409,0.1409
Ovis1.5-Gemma2-9B,MCr,CL,0.1274,0.2631,-0.1357,0.1357
Ovis1.5-Gemma2-9B,MCu,QLq,0.3430,0.2114,+0.1316,0.1316
Ovis1.5-Gemma2-9B,MCr,GS,-0.0095,0.1208,-0.1303,0.1303
Ovis1.5-Gemma2-9B,VL,MCu,0.2702,0.1404,+0.1298,0.1298
Ovis1.5-Gemma2-9B,MA,GS,0.0813,-0.0446,+0.1259,0.1259
Ovis1.5-Gemma2-9B,MCu,QLl,0.3370,0.2203,+0.1167,0.1167
Ovis1.5-Gemma2-9B,VO,CL,0.1355,0.2479,-0.1124,0.1124
Ovis1.5-Gemma2-9B,AT,KNf,0.0299,0.1409,-0.1110,0.1110
Ovis1.5-Gemma2-9B,GS,KNf,-0.0223,0.0799,-0.1022,0.1022
Ovis1.5-Gemma2-9B,VO,QLl,0.2872,0.3883,-0.1011,0.1011
Ovis1.5-Gemma2-9B,AT,QLq,0.2732,0.1863,+0.0869,0.0869
Ovis1.5-Gemma2-9B,MA,AT,0.1905,0.1058,+0.0848,0.0848
Ovis1.5-Gemma2-9B,VL,QLl,0.1942,0.2772,-0.0830,0.0830
Ovis1.5-Gemma2-9B,MCr,AT,0.4228,0.3468,+0.0761,0.0761
Ovis1.5-Gemma2-9B,KNf,CL,0.0803,0.1514,-0.0711,0.0711
Ovis1.5-Gemma2-9B,AT,QLl,0.2983,0.2290,+0.0693,0.0693
Ovis1.5-Gemma2-9B,MCr,QLq,0.2647,0.1957,+0.0690,0.0690
Ovis1.5-Gemma2-9B,MCu,CL,0.2610,0.1944,+0.0666,0.0666
Ovis1.5-Gemma2-9B,VL,CL,0.0862,0.1454,-0.0592,0.0592
Ovis1.5-Gemma2-9B,GS,CL,0.4093,0.3564,+0.0528,0.0528
Ovis1.5-Gemma2-9B,MA,QLq,0.2857,0.2340,+0.0517,0.0517
Ovis1.5-Gemma2-9B,MCu,MA,0.2288,0.1772,+0.0516,0.0516
Ovis1.5-Gemma2-9B,VO,GS,-0.0046,0.0450,-0.0496,0.0496
Ovis1.5-Gemma2-9B,AS,VO,0.2643,0.3126,-0.0483,0.0483
Ovis1.5-Gemma2-9B,MA,QLl,0.2821,0.3293,-0.0472,0.0472
Ovis1.5-Gemma2-9B,MCu,KNf,0.1561,0.2000,-0.0438,0.0438
Ovis1.5-Gemma2-9B,AS,QLq,0.1297,0.0876,+0.0422,0.0422
Ovis1.5-Gemma2-9B,AS,GS,0.1623,0.1213,+0.0409,0.0409
Ovis1.5-Gemma2-9B,AS,MCr,0.4778,0.4369,+0.0408,0.0408
Ovis1.5-Gemma2-9B,QLl,QLq,0.4016,0.4408,-0.0392,0.0392
Ovis1.5-Gemma2-9B,VL,KNf,-0.0380,-0.0771,+0.0391,0.0391
Ovis1.5-Gemma2-9B,AS,CL,0.1834,0.1467,+0.0367,0.0367
Ovis1.5-Gemma2-9B,MA,CL,0.1052,0.0698,+0.0355,0.0355
Ovis1.5-Gemma2-9B,VO,QLq,0.2968,0.3321,-0.0354,0.0354
Ovis1.5-Gemma2-9B,QLl,KNf,0.1067,0.1408,-0.0341,0.0341
Ovis1.5-Gemma2-9B,AS,KNf,-0.0321,-0.0002,-0.0319,0.0319
Ovis1.5-Gemma2-9B,AT,GS,0.2345,0.2034,+0.0311,0.0311
Ovis1.5-Gemma2-9B,VL,MA,0.3819,0.3520,+0.0300,0.0300
Ovis1.5-Gemma2-9B,MCr,VO,0.3777,0.3481,+0.0296,0.0296
Ovis1.5-Gemma2-9B,VL,AT,0.1525,0.1237,+0.0288,0.0288
Ovis1.5-Gemma2-9B,KNf,QLq,0.2752,0.3034,-0.0282,0.0282
Ovis1.5-Gemma2-9B,MCr,MCu,0.3914,0.3645,+0.0268,0.0268
Ovis1.5-Gemma2-9B,VL,AS,0.3767,0.4010,-0.0243,0.0243
Ovis1.5-Gemma2-9B,AS,MCu,0.2929,0.3163,-0.0234,0.0234
Ovis1.5-Gemma2-9B,VL,MCr,0.3360,0.3589,-0.0229,0.0229
Ovis1.5-Gemma2-9B,VO,AT,0.2785,0.2558,+0.0226,0.0226
Ovis1.5-Gemma2-9B,VL,GS,-0.0011,-0.0204,+0.0193,0.0193
Ovis1.5-Gemma2-9B,MA,KNf,0.0708,0.0893,-0.0185,0.0185
Ovis1.5-Gemma2-9B,AS,QLl,0.2131,0.2273,-0.0142,0.0142
Ovis1.5-Gemma2-9B,MCr,QLl,0.3750,0.3891,-0.0142,0.0142
Ovis1.5-Gemma2-9B,MA,VO,0.3008,0.3118,-0.0110,0.0110
Ovis1.5-Gemma2-9B,VO,KNf,0.0798,0.0907,-0.0109,0.0109
Ovis1.5-Gemma2-9B,MCu,GS,0.1411,0.1518,-0.0107,0.0107
Ovis1.5-Gemma2-9B,VL,QLq,0.1076,0.1001,+0.0075,0.0075
Ovis1.5-Gemma2-9B,GS,QLl,0.0271,0.0337,-0.0066,0.0066
Ovis1.5-Gemma2-9B,VL,VO,0.2931,0.2867,+0.0064,0.0064
Ovis1.5-Gemma2-9B,AT,CL,0.2556,0.2497,+0.0060,0.0060
Ovis1.5-Gemma2-9B,AS,MA,0.3388,0.3416,-0.0028,0.0028
Ovis1.5-Gemma2-9B,MCr,KNf,0.0809,0.0783,+0.0027,0.0027
Ovis1.5-Gemma2-9B,MCu,AT,0.3662,0.3689,-0.0026,0.0026
Ovis1.5-Gemma2-9B,MCr,MA,0.2816,0.2811,+0.0004,0.0004
Ovis1.5-Llama3-8B,VO,QLl,0.1898,0.4093,-0.2194,0.2194
Ovis1.5-Llama3-8B,AT,QLq,0.3631,0.1520,+0.2111,0.2111
Ovis1.5-Llama3-8B,VO,QLq,0.1740,0.3798,-0.2058,0.2058
Ovis1.5-Llama3-8B,MA,VO,0.1678,0.3509,-0.1830,0.1830
Ovis1.5-Llama3-8B,VL,VO,0.1384,0.3198,-0.1815,0.1815
Ovis1.5-Llama3-8B,MCr,CL,0.1024,0.2680,-0.1657,0.1657
Ovis1.5-Llama3-8B,AT,GS,0.0997,0.2639,-0.1642,0.1642
Ovis1.5-Llama3-8B,QLl,CL,0.1514,0.3026,-0.1512,0.1512
Ovis1.5-Llama3-8B,MCr,QLl,0.2793,0.4246,-0.1453,0.1453
Ovis1.5-Llama3-8B,MCr,VO,0.2528,0.3835,-0.1307,0.1307
Ovis1.5-Llama3-8B,VL,QLl,0.1651,0.2872,-0.1222,0.1222
Ovis1.5-Llama3-8B,AS,VO,0.2043,0.3260,-0.1217,0.1217
Ovis1.5-Llama3-8B,AT,CL,0.1662,0.2807,-0.1145,0.1145
Ovis1.5-Llama3-8B,MCr,GS,0.0017,0.1151,-0.1133,0.1133
Ovis1.5-Llama3-8B,VL,CL,0.0422,0.1549,-0.1127,0.1127
Ovis1.5-Llama3-8B,MA,QLq,0.3343,0.2223,+0.1120,0.1120
Ovis1.5-Llama3-8B,AS,QLl,0.1464,0.2561,-0.1097,0.1097
Ovis1.5-Llama3-8B,VO,GS,0.1171,0.0132,+0.1039,0.1039
Ovis1.5-Llama3-8B,MCr,MCu,0.3021,0.4016,-0.0994,0.0994
Ovis1.5-Llama3-8B,AS,AT,0.3412,0.2532,+0.0880,0.0880
Ovis1.5-Llama3-8B,VL,MCr,0.2863,0.3741,-0.0879,0.0879
Ovis1.5-Llama3-8B,AS,KNf,0.0615,-0.0244,+0.0859,0.0859
Ovis1.5-Llama3-8B,MCr,KNf,0.1469,0.0615,+0.0853,0.0853
Ovis1.5-Llama3-8B,GS,QLl,-0.0328,0.0512,-0.0841,0.0841
Ovis1.5-Llama3-8B,MA,KNf,0.1485,0.0737,+0.0748,0.0748
Ovis1.5-Llama3-8B,VL,KNf,-0.0081,-0.0800,+0.0720,0.0720
Ovis1.5-Llama3-8B,MA,AT,0.1797,0.1080,+0.0717,0.0717
Ovis1.5-Llama3-8B,KNf,CL,0.1842,0.1167,+0.0675,0.0675
Ovis1.5-Llama3-8B,VL,AT,0.1728,0.1073,+0.0654,0.0654
Ovis1.5-Llama3-8B,MCu,QLl,0.2075,0.2699,-0.0623,0.0623
Ovis1.5-Llama3-8B,VL,MA,0.3129,0.3749,-0.0620,0.0620
Ovis1.5-Llama3-8B,VL,AS,0.3487,0.4101,-0.0613,0.0613
Ovis1.5-Llama3-8B,MCu,VO,0.1883,0.2485,-0.0602,0.0602
Ovis1.5-Llama3-8B,AS,QLq,0.1467,0.0869,+0.0598,0.0598
Ovis1.5-Llama3-8B,VL,MCu,0.2216,0.1651,+0.0566,0.0566
Ovis1.5-Llama3-8B,MCu,MA,0.2394,0.1835,+0.0560,0.0560
Ovis1.5-Llama3-8B,AS,CL,0.1164,0.1685,-0.0522,0.0522
Ovis1.5-Llama3-8B,MCu,CL,0.1719,0.2237,-0.0518,0.0518
Ovis1.5-Llama3-8B,AS,MA,0.3069,0.3582,-0.0513,0.0513
Ovis1.5-Llama3-8B,AS,MCr,0.4142,0.4640,-0.0498,0.0498
Ovis1.5-Llama3-8B,MCu,AT,0.3361,0.3843,-0.0481,0.0481
Ovis1.5-Llama3-8B,MA,QLl,0.2851,0.3315,-0.0464,0.0464
Ovis1.5-Llama3-8B,VO,KNf,0.0688,0.1073,-0.0385,0.0385
Ovis1.5-Llama3-8B,VL,GS,-0.0418,-0.0037,-0.0381,0.0381
Ovis1.5-Llama3-8B,VO,AT,0.2276,0.2646,-0.0370,0.0370
Ovis1.5-Llama3-8B,KNf,QLq,0.3205,0.2880,+0.0325,0.0325
Ovis1.5-Llama3-8B,MCr,MA,0.2579,0.2899,-0.0320,0.0320
Ovis1.5-Llama3-8B,AT,KNf,0.0971,0.1284,-0.0313,0.0313
Ovis1.5-Llama3-8B,AS,MCu,0.2943,0.3241,-0.0298,0.0298
Ovis1.5-Llama3-8B,GS,QLq,-0.0832,-0.1130,+0.0297,0.0297
Ovis1.5-Llama3-8B,AT,QLl,0.2661,0.2418,+0.0243,0.0243
Ovis1.5-Llama3-8B,MA,CL,0.0944,0.0706,+0.0239,0.0239
Ovis1.5-Llama3-8B,MCu,KNf,0.2147,0.1926,+0.0221,0.0221
Ovis1.5-Llama3-8B,GS,KNf,0.0596,0.0422,+0.0174,0.0174
Ovis1.5-Llama3-8B,MCu,QLq,0.2616,0.2457,+0.0159,0.0159
Ovis1.5-Llama3-8B,VO,CL,0.2086,0.2227,-0.0141,0.0141
Ovis1.5-Llama3-8B,QLl,KNf,0.1278,0.1409,-0.0131,0.0131
Ovis1.5-Llama3-8B,VL,QLq,0.0983,0.1098,-0.0115,0.0115
Ovis1.5-Llama3-8B,MCu,GS,0.1507,0.1401,+0.0105,0.0105
Ovis1.5-Llama3-8B,MCr,QLq,0.2240,0.2166,+0.0074,0.0074
Ovis1.5-Llama3-8B,QLq,CL,0.1054,0.1127,-0.0073,0.0073
Ovis1.5-Llama3-8B,MCr,AT,0.3622,0.3694,-0.0071,0.0071
Ovis1.5-Llama3-8B,AS,GS,0.1343,0.1287,+0.0057,0.0057
Ovis1.5-Llama3-8B,QLl,QLq,0.4300,0.4350,-0.0050,0.0050
Ovis1.5-Llama3-8B,GS,CL,0.3704,0.3694,+0.0009,0.0009
Ovis1.5-Llama3-8B,MA,GS,-0.0147,-0.0140,-0.0007,0.0007
POOLED_ALL_MODELS,AS,AT,0.3504,0.2570,+0.0934,0.0934
POOLED_ALL_MODELS,VO,CL,0.1628,0.2438,-0.0810,0.0810
POOLED_ALL_MODELS,VO,QLl,0.3063,0.3870,-0.0807,0.0807
POOLED_ALL_MODELS,MA,AT,0.1909,0.1116,+0.0793,0.0793
POOLED_ALL_MODELS,AT,QLq,0.2654,0.1901,+0.0753,0.0753
POOLED_ALL_MODELS,QLl,CL,0.2136,0.2877,-0.0742,0.0742
POOLED_ALL_MODELS,VL,AT,0.1853,0.1121,+0.0732,0.0732
POOLED_ALL_MODELS,MA,QLq,0.2918,0.2329,+0.0588,0.0588
POOLED_ALL_MODELS,AS,MCu,0.3551,0.2996,+0.0556,0.0556
POOLED_ALL_MODELS,MA,GS,0.0213,-0.0293,+0.0506,0.0506
POOLED_ALL_MODELS,VL,MCu,0.2172,0.1667,+0.0505,0.0505
POOLED_ALL_MODELS,MCr,MCu,0.4098,0.3597,+0.0501,0.0501
POOLED_ALL_MODELS,MCu,MA,0.2358,0.1864,+0.0494,0.0494
POOLED_ALL_MODELS,QLq,CL,0.0756,0.1226,-0.0471,0.0471
POOLED_ALL_MODELS,MCr,CL,0.1958,0.2414,-0.0456,0.0456
POOLED_ALL_MODELS,MA,VO,0.2795,0.3233,-0.0437,0.0437
POOLED_ALL_MODELS,MCu,QLq,0.2794,0.2369,+0.0425,0.0425
POOLED_ALL_MODELS,VL,QLl,0.2309,0.2715,-0.0405,0.0405
POOLED_ALL_MODELS,AT,KNf,0.0868,0.1271,-0.0402,0.0402
POOLED_ALL_MODELS,MCu,QLl,0.2850,0.2456,+0.0394,0.0394
POOLED_ALL_MODELS,GS,QLq,-0.1313,-0.0921,-0.0392,0.0392
POOLED_ALL_MODELS,VL,CL,0.1035,0.1418,-0.0384,0.0384
POOLED_ALL_MODELS,MCu,VO,0.2660,0.2276,+0.0384,0.0384
POOLED_ALL_MODELS,MCr,AT,0.3958,0.3578,+0.0380,0.0380
POOLED_ALL_MODELS,MCr,QLl,0.3616,0.3990,-0.0374,0.0374
POOLED_ALL_MODELS,MCr,VO,0.3267,0.3639,-0.0372,0.0372
POOLED_ALL_MODELS,AS,VO,0.2742,0.3110,-0.0368,0.0368
POOLED_ALL_MODELS,VL,VO,0.2617,0.2974,-0.0357,0.0357
POOLED_ALL_MODELS,MCr,GS,0.0574,0.0929,-0.0355,0.0355
POOLED_ALL_MODELS,QLl,QLq,0.4073,0.4404,-0.0331,0.0331
POOLED_ALL_MODELS,AS,MCr,0.4722,0.4392,+0.0329,0.0329
POOLED_ALL_MODELS,MCr,QLq,0.2388,0.2081,+0.0307,0.0307
POOLED_ALL_MODELS,AS,GS,0.1493,0.1190,+0.0303,0.0303
POOLED_ALL_MODELS,MCu,CL,0.2345,0.2051,+0.0294,0.0294
POOLED_ALL_MODELS,AT,QLl,0.2716,0.2424,+0.0292,0.0292
POOLED_ALL_MODELS,AS,QLq,0.1224,0.0947,+0.0277,0.0277
POOLED_ALL_MODELS,KNf,QLq,0.2773,0.3047,-0.0274,0.0274
POOLED_ALL_MODELS,KNf,CL,0.1516,0.1260,+0.0256,0.0256
POOLED_ALL_MODELS,VL,MCr,0.3330,0.3566,-0.0236,0.0236
POOLED_ALL_MODELS,AT,GS,0.1929,0.2162,-0.0233,0.0233
POOLED_ALL_MODELS,GS,QLl,0.0116,0.0332,-0.0216,0.0216
POOLED_ALL_MODELS,MA,CL,0.0967,0.0755,+0.0212,0.0212
